timestamp,ds,y,scenario,cpu_utilization_pct,p95_latency_ms,p99_latency_ms,active_replicas,is_spike
2026-09-19T12:00:30+00:00,2026-09-19 12:00:30,30.55,GRADUAL,20.0,46.2,62.4,1,0
2026-09-19T12:00:31+00:00,2026-09-19 12:00:31,33.82,GRADUAL,20.0,47.4,64.0,2,0
2026-09-19T12:00:32+00:00,2026-09-19 12:00:32,29.79,GRADUAL,20.0,44.0,59.4,1,0
2026-09-19T12:00:33+00:00,2026-09-19 12:00:33,35.11,GRADUAL,20.0,49.5,66.8,2,0
2026-09-19T12:00:34+00:00,2026-09-19 12:00:34,33.83,GRADUAL,20.0,49.0,66.2,2,0
2026-09-19T12:00:35+00:00,2026-09-19 12:00:35,36.11,GRADUAL,20.3,46.6,63.0,2,0
2026-09-19T12:00:36+00:00,2026-09-19 12:00:36,35.66,GRADUAL,20.0,50.9,68.7,2,0
2026-09-19T12:00:37+00:00,2026-09-19 12:00:37,36.9,GRADUAL,20.0,49.6,67.0,2,0
2026-09-19T12:00:38+00:00,2026-09-19 12:00:38,35.2,GRADUAL,20.0,49.8,67.3,2,0
2026-09-19T12:00:39+00:00,2026-09-19 12:00:39,33.23,GRADUAL,20.0,50.4,68.0,2,0
2026-09-19T12:00:40+00:00,2026-09-19 12:00:40,38.51,GRADUAL,20.0,48.0,64.9,2,0
2026-09-19T12:00:41+00:00,2026-09-19 12:00:41,37.46,GRADUAL,20.0,43.3,58.4,2,0
2026-09-19T12:00:42+00:00,2026-09-19 12:00:42,37.27,GRADUAL,20.0,49.6,67.0,2,0
2026-09-19T12:00:43+00:00,2026-09-19 12:00:43,37.35,GRADUAL,20.0,48.3,65.3,2,0
2026-09-19T12:00:44+00:00,2026-09-19 12:00:44,38.43,GRADUAL,20.0,49.5,66.8,2,0
2026-09-19T12:00:45+00:00,2026-09-19 12:00:45,38.72,GRADUAL,20.0,48.1,64.9,2,0
2026-09-19T12:00:46+00:00,2026-09-19 12:00:46,41.96,GRADUAL,22.9,47.1,63.5,2,0
2026-09-19T12:00:47+00:00,2026-09-19 12:00:47,38.57,GRADUAL,21.3,44.5,60.1,2,0
2026-09-19T12:00:48+00:00,2026-09-19 12:00:48,38.62,GRADUAL,20.3,46.8,63.2,2,0
2026-09-19T12:00:49+00:00,2026-09-19 12:00:49,40.5,GRADUAL,20.7,46.9,63.3,2,0
2026-09-19T12:00:50+00:00,2026-09-19 12:00:50,42.4,GRADUAL,20.9,46.3,62.5,2,0
2026-09-19T12:00:51+00:00,2026-09-19 12:00:51,43.21,GRADUAL,20.6,45.1,60.9,2,0
2026-09-19T12:00:52+00:00,2026-09-19 12:00:52,41.65,GRADUAL,20.7,43.5,58.7,2,0
2026-09-19T12:00:53+00:00,2026-09-19 12:00:53,43.91,GRADUAL,22.8,45.2,61.0,2,0
2026-09-19T12:00:54+00:00,2026-09-19 12:00:54,44.56,GRADUAL,23.0,45.1,60.8,2,0
2026-09-19T12:00:55+00:00,2026-09-19 12:00:55,42.32,GRADUAL,21.4,46.6,62.9,2,0
2026-09-19T12:00:56+00:00,2026-09-19 12:00:56,44.04,GRADUAL,23.0,48.6,65.6,2,0
2026-09-19T12:00:57+00:00,2026-09-19 12:00:57,44.52,GRADUAL,22.1,47.9,64.7,2,0
2026-09-19T12:00:58+00:00,2026-09-19 12:00:58,48.25,GRADUAL,23.3,48.8,65.9,2,0
2026-09-19T12:00:59+00:00,2026-09-19 12:00:59,47.05,GRADUAL,20.4,49.3,66.5,2,0
2026-09-19T12:01:00+00:00,2026-09-19 12:01:00,48.63,GRADUAL,22.8,45.5,61.5,2,0
2026-09-19T12:01:01+00:00,2026-09-19 12:01:01,46.19,GRADUAL,23.9,47.4,64.0,2,0
2026-09-19T12:01:02+00:00,2026-09-19 12:01:02,48.02,GRADUAL,24.2,45.4,61.3,2,0
2026-09-19T12:01:03+00:00,2026-09-19 12:01:03,49.36,GRADUAL,25.1,50.8,68.5,2,0
2026-09-19T12:01:04+00:00,2026-09-19 12:01:04,47.83,GRADUAL,22.9,50.4,68.1,2,0
2026-09-19T12:01:05+00:00,2026-09-19 12:01:05,49.03,GRADUAL,23.2,46.3,62.5,2,0
2026-09-19T12:01:06+00:00,2026-09-19 12:01:06,50.94,GRADUAL,24.1,48.2,65.1,2,0
2026-09-19T12:01:07+00:00,2026-09-19 12:01:07,49.74,GRADUAL,24.9,53.7,72.5,2,0
2026-09-19T12:01:08+00:00,2026-09-19 12:01:08,51.16,GRADUAL,27.5,49.7,67.1,2,0
2026-09-19T12:01:09+00:00,2026-09-19 12:01:09,50.02,GRADUAL,26.0,51.2,69.1,2,0
2026-09-19T12:01:10+00:00,2026-09-19 12:01:10,53.76,GRADUAL,25.0,51.0,68.9,2,0
2026-09-19T12:01:11+00:00,2026-09-19 12:01:11,52.94,GRADUAL,27.0,47.0,63.4,2,0
2026-09-19T12:01:12+00:00,2026-09-19 12:01:12,49.98,GRADUAL,24.7,47.5,64.2,2,0
2026-09-19T12:01:13+00:00,2026-09-19 12:01:13,54.62,GRADUAL,24.4,46.8,63.2,2,0
2026-09-19T12:01:14+00:00,2026-09-19 12:01:14,54.01,GRADUAL,26.7,45.9,61.9,2,0
2026-09-19T12:01:15+00:00,2026-09-19 12:01:15,52.74,GRADUAL,28.0,43.8,59.1,2,0
2026-09-19T12:01:16+00:00,2026-09-19 12:01:16,55.09,GRADUAL,27.6,46.0,62.1,2,0
2026-09-19T12:01:17+00:00,2026-09-19 12:01:17,54.92,GRADUAL,26.9,47.2,63.7,2,0
2026-09-19T12:01:18+00:00,2026-09-19 12:01:18,58.02,GRADUAL,29.3,46.0,62.1,2,0
2026-09-19T12:01:19+00:00,2026-09-19 12:01:19,57.25,GRADUAL,29.8,46.3,62.5,2,0
2026-09-19T12:01:20+00:00,2026-09-19 12:01:20,59.07,GRADUAL,30.5,46.7,63.1,2,0
2026-09-19T12:01:21+00:00,2026-09-19 12:01:21,58.88,GRADUAL,29.9,49.6,66.9,2,0
2026-09-19T12:01:22+00:00,2026-09-19 12:01:22,60.9,GRADUAL,31.1,48.3,65.1,2,0
2026-09-19T12:01:23+00:00,2026-09-19 12:01:23,60.63,GRADUAL,28.4,44.9,60.7,2,0
2026-09-19T12:01:24+00:00,2026-09-19 12:01:24,60.38,GRADUAL,29.4,47.7,64.4,2,0
2026-09-19T12:01:25+00:00,2026-09-19 12:01:25,58.17,GRADUAL,32.1,48.5,65.4,2,0
2026-09-19T12:01:26+00:00,2026-09-19 12:01:26,60.38,GRADUAL,30.1,45.6,61.6,2,0
2026-09-19T12:01:27+00:00,2026-09-19 12:01:27,61.26,GRADUAL,28.2,46.6,62.9,2,0
2026-09-19T12:01:28+00:00,2026-09-19 12:01:28,65.81,GRADUAL,34.7,44.1,59.6,3,0
2026-09-19T12:01:29+00:00,2026-09-19 12:01:29,64.03,GRADUAL,32.1,41.1,55.5,3,0
2026-09-19T12:01:30+00:00,2026-09-19 12:01:30,64.95,GRADUAL,32.2,44.5,60.0,3,0
2026-09-19T12:01:31+00:00,2026-09-19 12:01:31,63.09,GRADUAL,33.3,48.4,65.4,2,0
2026-09-19T12:01:32+00:00,2026-09-19 12:01:32,66.38,GRADUAL,33.3,47.5,64.1,3,0
2026-09-19T12:01:33+00:00,2026-09-19 12:01:33,67.02,GRADUAL,33.4,47.9,64.7,3,0
2026-09-19T12:01:34+00:00,2026-09-19 12:01:34,64.73,GRADUAL,33.8,44.1,59.6,3,0
2026-09-19T12:01:35+00:00,2026-09-19 12:01:35,66.64,GRADUAL,32.7,48.7,65.7,3,0
2026-09-19T12:01:36+00:00,2026-09-19 12:01:36,66.53,GRADUAL,37.5,49.3,66.5,3,0
2026-09-19T12:01:37+00:00,2026-09-19 12:01:37,65.88,GRADUAL,32.4,49.4,66.6,3,0
2026-09-19T12:01:38+00:00,2026-09-19 12:01:38,67.14,GRADUAL,33.6,47.1,63.6,3,0
2026-09-19T12:01:39+00:00,2026-09-19 12:01:39,67.67,GRADUAL,35.9,48.1,64.9,3,0
2026-09-19T12:01:40+00:00,2026-09-19 12:01:40,71.06,GRADUAL,33.5,45.7,61.7,3,0
2026-09-19T12:01:41+00:00,2026-09-19 12:01:41,69.71,GRADUAL,34.1,47.3,63.8,3,0
2026-09-19T12:01:42+00:00,2026-09-19 12:01:42,69.62,GRADUAL,35.2,50.0,67.4,3,0
2026-09-19T12:01:43+00:00,2026-09-19 12:01:43,72.14,GRADUAL,35.3,49.3,66.5,3,0
2026-09-19T12:01:44+00:00,2026-09-19 12:01:44,72.52,GRADUAL,37.9,49.4,66.7,3,0
2026-09-19T12:01:45+00:00,2026-09-19 12:01:45,70.49,GRADUAL,35.4,49.5,66.8,3,0
2026-09-19T12:01:46+00:00,2026-09-19 12:01:46,74.48,GRADUAL,35.1,50.7,68.4,3,0
2026-09-19T12:01:47+00:00,2026-09-19 12:01:47,71.87,GRADUAL,33.9,44.0,59.4,3,0
2026-09-19T12:01:48+00:00,2026-09-19 12:01:48,77.76,GRADUAL,38.0,48.8,65.9,3,0
2026-09-19T12:01:49+00:00,2026-09-19 12:01:49,73.6,GRADUAL,35.5,48.4,65.4,3,0
2026-09-19T12:01:50+00:00,2026-09-19 12:01:50,74.12,GRADUAL,38.9,51.3,69.2,3,0
2026-09-19T12:01:51+00:00,2026-09-19 12:01:51,74.99,GRADUAL,35.3,48.6,65.6,3,0
2026-09-19T12:01:52+00:00,2026-09-19 12:01:52,74.88,GRADUAL,39.2,45.8,61.9,3,0
2026-09-19T12:01:53+00:00,2026-09-19 12:01:53,75.69,GRADUAL,38.0,45.6,61.5,3,0
2026-09-19T12:01:54+00:00,2026-09-19 12:01:54,75.36,GRADUAL,37.1,44.9,60.6,3,0
2026-09-19T12:01:55+00:00,2026-09-19 12:01:55,80.71,GRADUAL,40.0,48.5,65.5,3,0
2026-09-19T12:01:56+00:00,2026-09-19 12:01:56,79.26,GRADUAL,39.3,46.4,62.6,3,0
2026-09-19T12:01:57+00:00,2026-09-19 12:01:57,79.4,GRADUAL,39.6,46.6,62.9,3,0
2026-09-19T12:01:58+00:00,2026-09-19 12:01:58,80.05,GRADUAL,41.7,48.7,65.7,3,0
2026-09-19T12:01:59+00:00,2026-09-19 12:01:59,76.76,GRADUAL,36.5,48.3,65.3,3,0
2026-09-19T12:02:00+00:00,2026-09-19 12:02:00,83.14,GRADUAL,40.9,51.8,69.9,3,0
2026-09-19T12:02:01+00:00,2026-09-19 12:02:01,80.59,GRADUAL,43.5,46.6,62.9,3,0
2026-09-19T12:02:02+00:00,2026-09-19 12:02:02,78.49,GRADUAL,36.7,52.3,70.6,3,0
2026-09-19T12:02:03+00:00,2026-09-19 12:02:03,80.91,GRADUAL,39.9,47.4,64.0,3,0
2026-09-19T12:02:04+00:00,2026-09-19 12:02:04,82.14,GRADUAL,42.4,47.1,63.6,3,0
2026-09-19T12:02:05+00:00,2026-09-19 12:02:05,80.85,GRADUAL,40.9,53.7,72.5,3,0
2026-09-19T12:02:06+00:00,2026-09-19 12:02:06,81.85,GRADUAL,40.7,44.2,59.7,3,0
2026-09-19T12:02:07+00:00,2026-09-19 12:02:07,82.12,GRADUAL,41.3,48.4,65.3,3,0
2026-09-19T12:02:08+00:00,2026-09-19 12:02:08,85.32,GRADUAL,46.1,44.3,59.8,3,0
2026-09-19T12:02:09+00:00,2026-09-19 12:02:09,86.82,GRADUAL,40.1,49.2,66.4,3,0
2026-09-19T12:02:10+00:00,2026-09-19 12:02:10,85.02,GRADUAL,40.9,48.1,64.9,3,0
2026-09-19T12:02:11+00:00,2026-09-19 12:02:11,84.24,GRADUAL,39.0,50.4,68.1,3,0
2026-09-19T12:02:12+00:00,2026-09-19 12:02:12,88.09,GRADUAL,41.3,53.5,72.2,3,0
2026-09-19T12:02:13+00:00,2026-09-19 12:02:13,84.93,GRADUAL,40.9,45.8,61.8,3,0
2026-09-19T12:02:14+00:00,2026-09-19 12:02:14,87.03,GRADUAL,45.7,46.2,62.3,3,0
2026-09-19T12:02:15+00:00,2026-09-19 12:02:15,90.58,GRADUAL,45.1,47.9,64.6,3,0
2026-09-19T12:02:16+00:00,2026-09-19 12:02:16,90.67,GRADUAL,46.2,41.9,56.6,3,0
2026-09-19T12:02:17+00:00,2026-09-19 12:02:17,87.4,GRADUAL,41.8,47.1,63.6,3,0
2026-09-19T12:02:18+00:00,2026-09-19 12:02:18,86.27,GRADUAL,40.5,50.6,68.3,3,0
2026-09-19T12:02:19+00:00,2026-09-19 12:02:19,88.15,GRADUAL,45.3,49.7,67.1,3,0
2026-09-19T12:02:20+00:00,2026-09-19 12:02:20,90.61,GRADUAL,45.0,49.2,66.5,3,0
2026-09-19T12:02:21+00:00,2026-09-19 12:02:21,92.4,GRADUAL,46.4,47.6,64.3,3,0
2026-09-19T12:02:22+00:00,2026-09-19 12:02:22,93.43,GRADUAL,48.9,49.8,67.2,3,0
2026-09-19T12:02:23+00:00,2026-09-19 12:02:23,90.61,GRADUAL,45.5,49.5,66.9,3,0
2026-09-19T12:02:24+00:00,2026-09-19 12:02:24,93.42,GRADUAL,44.8,49.7,67.1,3,0
2026-09-19T12:02:25+00:00,2026-09-19 12:02:25,92.25,GRADUAL,46.1,44.8,60.5,3,0
2026-09-19T12:02:26+00:00,2026-09-19 12:02:26,93.85,GRADUAL,45.2,49.7,67.1,3,0
2026-09-19T12:02:27+00:00,2026-09-19 12:02:27,96.22,GRADUAL,47.6,47.4,64.0,4,0
2026-09-19T12:02:28+00:00,2026-09-19 12:02:28,92.99,GRADUAL,45.3,48.4,65.4,3,0
2026-09-19T12:02:29+00:00,2026-09-19 12:02:29,93.54,GRADUAL,47.0,50.0,67.5,3,0
2026-09-19T12:02:30+00:00,2026-09-19 12:02:30,94.36,GRADUAL,45.6,47.5,64.1,3,0
2026-09-19T12:02:31+00:00,2026-09-19 12:02:31,98.6,GRADUAL,49.1,46.5,62.8,4,0
2026-09-19T12:02:32+00:00,2026-09-19 12:02:32,97.5,GRADUAL,49.4,42.7,57.6,4,0
2026-09-19T12:02:33+00:00,2026-09-19 12:02:33,99.28,GRADUAL,51.1,48.2,65.1,4,0
2026-09-19T12:02:34+00:00,2026-09-19 12:02:34,96.24,GRADUAL,48.3,49.0,66.1,4,0
2026-09-19T12:02:35+00:00,2026-09-19 12:02:35,98.24,GRADUAL,49.6,45.2,61.0,4,0
2026-09-19T12:02:36+00:00,2026-09-19 12:02:36,97.52,GRADUAL,50.3,47.2,63.7,4,0
2026-09-19T12:02:37+00:00,2026-09-19 12:02:37,98.07,GRADUAL,47.6,46.7,63.1,4,0
2026-09-19T12:02:38+00:00,2026-09-19 12:02:38,97.6,GRADUAL,49.7,50.2,67.7,4,0
2026-09-19T12:02:39+00:00,2026-09-19 12:02:39,99.08,GRADUAL,49.2,49.2,66.4,4,0
2026-09-19T12:02:40+00:00,2026-09-19 12:02:40,102.04,GRADUAL,50.9,45.8,61.9,4,0
2026-09-19T12:02:41+00:00,2026-09-19 12:02:41,104.35,GRADUAL,52.5,46.7,63.0,4,0
2026-09-19T12:02:42+00:00,2026-09-19 12:02:42,102.62,GRADUAL,48.2,49.3,66.6,4,0
2026-09-19T12:02:43+00:00,2026-09-19 12:02:43,103.31,GRADUAL,51.1,52.6,70.9,4,0
2026-09-19T12:02:44+00:00,2026-09-19 12:02:44,103.98,GRADUAL,49.6,46.7,63.1,4,0
2026-09-19T12:02:45+00:00,2026-09-19 12:02:45,104.0,GRADUAL,50.3,51.7,69.8,4,0
2026-09-19T12:02:46+00:00,2026-09-19 12:02:46,104.69,GRADUAL,53.1,45.8,61.8,4,0
2026-09-19T12:02:47+00:00,2026-09-19 12:02:47,102.37,GRADUAL,52.3,49.1,66.3,4,0
2026-09-19T12:02:48+00:00,2026-09-19 12:02:48,104.1,GRADUAL,53.9,46.0,62.1,4,0
2026-09-19T12:02:49+00:00,2026-09-19 12:02:49,105.41,GRADUAL,51.7,45.7,61.8,4,0
2026-09-19T12:02:50+00:00,2026-09-19 12:02:50,107.67,GRADUAL,54.0,45.7,61.7,4,0
2026-09-19T12:02:51+00:00,2026-09-19 12:02:51,108.06,GRADUAL,54.0,47.5,64.1,4,0
2026-09-19T12:02:52+00:00,2026-09-19 12:02:52,107.65,GRADUAL,56.1,45.0,60.8,4,0
2026-09-19T12:02:53+00:00,2026-09-19 12:02:53,107.69,GRADUAL,53.3,43.0,58.1,4,0
2026-09-19T12:02:54+00:00,2026-09-19 12:02:54,108.34,GRADUAL,55.6,43.7,59.1,4,0
2026-09-19T12:02:55+00:00,2026-09-19 12:02:55,111.37,GRADUAL,54.4,51.6,69.7,4,0
2026-09-19T12:02:56+00:00,2026-09-19 12:02:56,110.31,GRADUAL,54.4,48.4,65.3,4,0
2026-09-19T12:02:57+00:00,2026-09-19 12:02:57,111.16,GRADUAL,54.9,47.2,63.7,4,0
2026-09-19T12:02:58+00:00,2026-09-19 12:02:58,110.7,GRADUAL,57.3,43.8,59.1,4,0
2026-09-19T12:02:59+00:00,2026-09-19 12:02:59,112.65,GRADUAL,59.4,47.7,64.4,4,0
2026-09-19T12:03:00+00:00,2026-09-19 12:03:00,112.12,GRADUAL,55.2,51.6,69.7,4,0
2026-09-19T12:03:01+00:00,2026-09-19 12:03:01,113.26,GRADUAL,57.0,45.9,61.9,4,0
2026-09-19T12:03:02+00:00,2026-09-19 12:03:02,115.9,GRADUAL,58.0,50.4,68.0,4,0
2026-09-19T12:03:03+00:00,2026-09-19 12:03:03,114.83,GRADUAL,58.1,50.0,67.5,4,0
2026-09-19T12:03:04+00:00,2026-09-19 12:03:04,114.89,GRADUAL,58.1,53.0,71.5,4,0
2026-09-19T12:03:05+00:00,2026-09-19 12:03:05,113.71,GRADUAL,57.8,45.7,61.7,4,0
2026-09-19T12:03:06+00:00,2026-09-19 12:03:06,115.75,GRADUAL,55.6,45.0,60.8,4,0
2026-09-19T12:03:07+00:00,2026-09-19 12:03:07,118.27,GRADUAL,59.7,44.8,60.5,4,0
2026-09-19T12:03:08+00:00,2026-09-19 12:03:08,114.61,GRADUAL,56.4,49.0,66.1,4,0
2026-09-19T12:03:09+00:00,2026-09-19 12:03:09,116.31,GRADUAL,57.1,47.7,64.4,4,0
2026-09-19T12:03:10+00:00,2026-09-19 12:03:10,118.12,GRADUAL,59.6,47.8,64.5,4,0
2026-09-19T12:03:11+00:00,2026-09-19 12:03:11,115.54,GRADUAL,59.9,46.2,62.3,4,0
2026-09-19T12:03:12+00:00,2026-09-19 12:03:12,119.34,GRADUAL,62.1,47.2,63.7,4,0
2026-09-19T12:03:13+00:00,2026-09-19 12:03:13,117.98,GRADUAL,59.3,52.3,70.6,4,0
2026-09-19T12:03:14+00:00,2026-09-19 12:03:14,117.48,GRADUAL,58.4,48.8,65.8,4,0
2026-09-19T12:03:15+00:00,2026-09-19 12:03:15,119.15,GRADUAL,58.8,49.8,67.2,4,0
2026-09-19T12:03:16+00:00,2026-09-19 12:03:16,119.94,GRADUAL,57.9,45.0,60.8,4,0
2026-09-19T12:03:17+00:00,2026-09-19 12:03:17,120.57,GRADUAL,60.8,48.4,65.4,4,1
2026-09-19T12:03:18+00:00,2026-09-19 12:03:18,121.39,GRADUAL,60.3,51.1,69.0,4,1
2026-09-19T12:03:19+00:00,2026-09-19 12:03:19,120.79,GRADUAL,60.9,45.1,60.9,4,1
2026-09-19T12:03:20+00:00,2026-09-19 12:03:20,124.22,GRADUAL,63.2,49.0,66.1,4,1
2026-09-19T12:03:21+00:00,2026-09-19 12:03:21,122.67,GRADUAL,62.3,46.4,62.6,4,1
2026-09-19T12:03:22+00:00,2026-09-19 12:03:22,124.36,GRADUAL,63.5,46.7,63.1,4,1
2026-09-19T12:03:23+00:00,2026-09-19 12:03:23,121.25,GRADUAL,59.7,49.2,66.4,4,1
2026-09-19T12:03:24+00:00,2026-09-19 12:03:24,127.73,GRADUAL,62.5,48.4,65.3,4,1
2026-09-19T12:03:25+00:00,2026-09-19 12:03:25,124.52,GRADUAL,62.3,49.7,67.1,4,1
2026-09-19T12:03:26+00:00,2026-09-19 12:03:26,126.11,GRADUAL,64.4,46.8,63.2,4,1
2026-09-19T12:03:27+00:00,2026-09-19 12:03:27,124.38,GRADUAL,62.7,46.5,62.7,4,1
2026-09-19T12:03:28+00:00,2026-09-19 12:03:28,127.74,GRADUAL,63.6,51.1,69.0,4,1
2026-09-19T12:03:29+00:00,2026-09-19 12:03:29,126.9,GRADUAL,62.5,49.4,66.7,4,1
2026-09-19T12:03:30+00:00,2026-09-19 12:03:30,125.76,GRADUAL,62.8,46.6,62.9,4,1
2026-09-19T12:03:31+00:00,2026-09-19 12:03:31,130.48,GRADUAL,64.2,46.2,62.4,5,1
2026-09-19T12:03:32+00:00,2026-09-19 12:03:32,132.21,GRADUAL,67.9,48.9,66.1,5,1
2026-09-19T12:03:33+00:00,2026-09-19 12:03:33,129.87,GRADUAL,67.0,47.4,64.0,5,1
2026-09-19T12:03:34+00:00,2026-09-19 12:03:34,131.82,GRADUAL,64.1,46.3,62.5,5,1
2026-09-19T12:03:35+00:00,2026-09-19 12:03:35,129.23,GRADUAL,62.3,44.6,60.2,5,1
2026-09-19T12:03:36+00:00,2026-09-19 12:03:36,131.13,GRADUAL,64.3,46.5,62.8,5,1
2026-09-19T12:03:37+00:00,2026-09-19 12:03:37,129.7,GRADUAL,62.5,49.7,67.0,5,1
2026-09-19T12:03:38+00:00,2026-09-19 12:03:38,132.96,GRADUAL,65.6,51.2,69.1,5,1
2026-09-19T12:03:39+00:00,2026-09-19 12:03:39,133.06,GRADUAL,68.0,51.0,68.8,5,1
2026-09-19T12:03:40+00:00,2026-09-19 12:03:40,132.86,GRADUAL,67.5,47.6,64.2,5,1
2026-09-19T12:03:41+00:00,2026-09-19 12:03:41,131.77,GRADUAL,63.6,49.3,66.5,5,1
2026-09-19T12:03:42+00:00,2026-09-19 12:03:42,137.31,GRADUAL,69.5,50.2,67.8,5,1
2026-09-19T12:03:43+00:00,2026-09-19 12:03:43,135.44,GRADUAL,67.5,49.4,66.6,5,1
2026-09-19T12:03:44+00:00,2026-09-19 12:03:44,133.22,GRADUAL,68.2,51.7,69.8,5,1
2026-09-19T12:03:45+00:00,2026-09-19 12:03:45,136.48,GRADUAL,67.4,50.9,68.8,5,1
2026-09-19T12:03:46+00:00,2026-09-19 12:03:46,137.45,GRADUAL,71.1,48.0,64.8,5,1
2026-09-19T12:03:47+00:00,2026-09-19 12:03:47,138.85,GRADUAL,70.9,49.3,66.6,5,1
2026-09-19T12:03:48+00:00,2026-09-19 12:03:48,136.61,GRADUAL,66.0,54.6,73.7,5,1
2026-09-19T12:03:49+00:00,2026-09-19 12:03:49,138.94,GRADUAL,69.8,51.5,69.6,5,1
2026-09-19T12:03:50+00:00,2026-09-19 12:03:50,137.31,GRADUAL,69.6,45.8,61.8,5,1
2026-09-19T12:03:51+00:00,2026-09-19 12:03:51,139.36,GRADUAL,70.5,43.1,58.2,5,1
2026-09-19T12:03:52+00:00,2026-09-19 12:03:52,141.33,GRADUAL,68.9,47.3,63.8,5,1
2026-09-19T12:03:53+00:00,2026-09-19 12:03:53,138.5,GRADUAL,67.8,47.8,64.5,5,1
2026-09-19T12:03:54+00:00,2026-09-19 12:03:54,140.11,GRADUAL,72.6,45.7,61.7,5,1
2026-09-19T12:03:55+00:00,2026-09-19 12:03:55,142.35,GRADUAL,70.9,50.0,67.5,5,1
2026-09-19T12:03:56+00:00,2026-09-19 12:03:56,140.78,GRADUAL,68.8,49.2,66.5,5,1
2026-09-19T12:03:57+00:00,2026-09-19 12:03:57,144.71,GRADUAL,72.3,51.3,69.2,5,1
2026-09-19T12:03:58+00:00,2026-09-19 12:03:58,142.05,GRADUAL,71.2,50.5,68.2,5,1
2026-09-19T12:03:59+00:00,2026-09-19 12:03:59,144.33,GRADUAL,71.9,45.5,61.5,5,1
2026-09-19T12:04:00+00:00,2026-09-19 12:04:00,143.54,GRADUAL,70.3,52.9,71.4,5,1
2026-09-19T12:04:01+00:00,2026-09-19 12:04:01,145.78,GRADUAL,73.2,43.5,58.7,5,1
2026-09-19T12:04:02+00:00,2026-09-19 12:04:02,144.66,GRADUAL,74.6,51.0,68.9,5,1
